"condition_idx","trial_idx","item_idx","rank_idx","group","rt","choice"
1,574,3,2,1,0.85,-1
1,574,1,3,1,1.45,1
1,575,3,1,0,0.28,1
1,575,2,2,0,0.89,-1
1,575,1,3,0,5.13,1
1,576,2,1,0,0.49,1
1,576,1,2,0,2.34,1
1,576,3,3,0,2.69,1
1,577,2,1,1,0.24,1
1,577,1,2,1,0.72,1
1,577,3,3,1,0.75,1
1,578,3,1,0,0.43,1
1,578,2,2,0,1.3,1
1,578,1,3,0,2.48,1
1,579,2,1,1,0.45,-1
1,579,1,2,1,1,1
1,579,3,3,1,1.71,1
1,580,3,1,1,0.29,-1
1,580,1,2,1,0.67,1
1,580,2,3,1,1.14,-1
1,581,2,1,1,0.77,1
1,581,3,2,1,1.69,1
1,581,1,3,1,3.2,-1
1,582,3,1,0,0.54,1
1,582,2,2,0,1.15,1
1,582,1,3,0,1.51,1
1,583,2,1,0,0.14,-1
1,583,3,2,0,0.21,1
1,583,1,3,0,3.69,-1
1,584,3,1,0,0.46,1
1,584,1,2,0,0.86,-1
1,584,2,3,0,0.98,1
1,585,2,1,0,0.27,1
1,585,3,2,0,1.36,1
1,585,1,3,0,2.58,-1
1,586,2,1,1,0.34,-1
1,586,3,2,1,0.89,1
1,586,1,3,1,1.47,-1
1,587,3,1,0,0.35,1
1,587,2,2,0,0.87,1
1,587,1,3,0,1.09,-1
1,588,1,1,1,1.19,-1
1,588,2,2,1,1.22,1
1,588,3,3,1,2.82,1
1,589,2,1,0,0.26,1
1,589,1,2,0,0.83,-1
1,589,3,3,0,1.29,-1
1,590,2,1,0,0.3,-1
1,590,3,2,0,0.43,1
1,590,1,3,0,1.22,1
1,591,2,1,1,0.18,1
1,591,1,2,1,0.28,1
1,591,3,3,1,1.15,1
1,592,3,1,1,0.65,1
1,592,1,2,1,0.98,1
1,592,2,3,1,1.18,1
1,593,1,1,0,0.53,1
1,593,3,2,0,0.95,1
1,593,2,3,0,1.06,1
1,594,1,1,1,0.27,1
1,594,3,2,1,0.49,1
1,594,2,3,1,0.55,-1
1,595,3,1,1,0.17,1
1,595,2,2,1,0.33,1
1,595,1,3,1,0.57,1
1,596,3,1,1,0.13,1
1,596,1,2,1,0.35,-1
1,596,2,3,1,1.62,1
1,597,1,1,0,0.43,-1
1,597,2,2,0,0.45,-1
1,597,3,3,0,1.66,-1
1,598,2,1,0,0.27,1
1,598,1,2,0,0.49,1
1,598,3,3,0,1.76,1
1,599,3,1,1,0.77,1
1,599,2,2,1,1.98,1
1,599,1,3,1,2.38,1
1,600,2,1,0,0.34,-1
1,600,1,2,0,0.67,-1
1,600,3,3,0,0.72,1
1,601,2,1,0,0.25,1
1,601,3,2,0,0.68,-1
1,601,1,3,0,0.87,1
1,602,3,1,1,0.25,1
1,602,1,2,1,1.1,1
1,602,2,3,1,1.84,1
1,603,3,1,0,0.17,1
1,603,2,2,0,0.33,1
1,603,1,3,0,0.57,-1
1,604,3,1,1,0.65,1
1,604,2,2,1,0.67,1
1,604,1,3,1,7.73,1
1,605,2,1,1,0.33,1
1,605,3,2,1,1.17,1
1,605,1,3,1,2.62,1
1,606,1,1,1,0.25,1
1,606,2,2,1,1.55,1
1,606,3,3,1,1.89,1
1,607,1,1,0,0.33,1
1,607,2,2,0,0.42,1
1,607,3,3,0,1.3,1
1,608,3,1,1,0.63,1
1,608,2,2,1,0.94,1
1,608,1,3,1,1.82,-1
1,609,3,1,0,0.27,1
1,609,2,2,0,0.33,-1
1,609,1,3,0,0.51,1
1,610,1,1,0,0.27,1
1,610,3,2,0,0.64,1
1,610,2,3,0,0.66,1
1,611,2,1,0,0.32,1
1,611,1,2,0,0.41,1
1,611,3,3,0,0.81,1
1,612,1,1,1,0.32,-1
1,612,3,2,1,0.78,1
1,612,2,3,1,1.72,-1
1,613,3,1,0,0.22,1
1,613,2,2,0,0.75,1
1,613,1,3,0,1.92,1
1,614,3,1,1,0.53,1
1,614,2,2,1,1.49,1
1,614,1,3,1,1.6,-1
1,615,3,1,1,0.26,1
1,615,2,2,1,1.27,1
1,615,1,3,1,1.91,1
1,616,3,1,0,0.12,1
1,616,1,2,0,0.91,1
1,616,2,3,0,1.2,1
1,617,2,1,1,0.31,1
1,617,1,2,1,0.41,1
1,617,3,3,1,0.92,1
1,618,3,1,1,0.33,1
1,618,1,2,1,0.62,-1
1,618,2,3,1,1.48,1
1,619,3,1,0,0.37,1
1,619,1,2,0,0.54,1
1,619,2,3,0,1.92,-1
1,620,1,1,1,0.65,1
1,620,3,2,1,0.82,1
1,620,2,3,1,1.31,1
1,621,2,1,0,1.19,1
1,621,1,2,0,1.47,1
1,621,3,3,0,2.17,1
1,622,1,1,0,0.76,-1
1,622,3,2,0,0.85,1
1,622,2,3,0,0.86,-1
1,623,1,1,0,0.25,1
1,623,2,2,0,1.66,1
1,623,3,3,0,2.84,1
1,624,3,1,0,0.2,1
1,624,2,2,0,1.53,-1
1,624,1,3,0,2.74,-1
1,625,3,1,0,0.22,1
1,625,1,2,0,0.4,1
1,625,2,3,0,0.79,-1
1,626,1,1,0,0.19,1
1,626,2,2,0,0.26,1
1,626,3,3,0,0.79,1
1,627,1,1,0,0.89,1
1,627,3,2,0,1.11,1
1,627,2,3,0,2.5,1
1,628,2,1,1,0.35,-1
1,628,3,2,1,0.43,-1
1,628,1,3,1,0.93,1
1,629,1,1,1,0.42,1
1,629,2,2,1,0.9,1
1,629,3,3,1,0.93,1
1,630,3,1,0,0.39,-1
1,630,1,2,0,0.44,1
1,630,2,3,0,1.3,1
1,631,3,1,0,0.32,1
1,631,2,2,0,0.34,-1
1,631,1,3,0,0.59,1
1,632,2,1,1,0.27,1
1,632,1,2,1,0.46,1
1,632,3,3,1,0.66,1
1,633,1,1,0,0.4,-1
1,633,2,2,0,0.43,1
1,633,3,3,0,0.69,1
1,634,3,1,0,0.17,1
1,634,1,2,0,0.24,1
1,634,2,3,0,1.85,1
1,635,1,1,1,0.34,1
1,635,3,2,1,1.02,1
1,635,2,3,1,1.32,1
1,636,1,1,0,0.55,1
1,636,3,2,0,0.56,1
1,636,2,3,0,1.37,1
1,637,3,1,0,1.03,1
1,637,2,2,0,1.12,1
1,637,1,3,0,1.97,1
1,638,3,1,0,0.47,1
1,638,1,2,0,0.54,1
1,638,2,3,0,1.23,1
1,639,1,1,1,0.82,1
1,639,2,2,1,1.07,1
1,639,3,3,1,1.14,1
1,640,2,1,1,0.3,1
1,640,1,2,1,0.62,1
1,640,3,3,1,0.68,1
1,641,1,1,0,0.46,1
1,641,2,2,0,0.47,1
1,641,3,3,0,0.62,1
1,642,2,1,1,0.43,1
1,642,3,2,1,0.47,1
1,642,1,3,1,2.81,1
1,643,2,1,0,0.34,1
1,643,3,2,0,0.37,1
1,643,1,3,0,1.71,-1
1,644,3,1,0,0.27,-1
1,644,1,2,0,1.7,1
1,644,2,3,0,2.06,1
1,645,3,1,0,0.66,1
1,645,1,2,0,0.83,1
1,645,2,3,0,0.99,1
1,646,3,1,1,0.4,1
1,646,2,2,1,0.48,1
1,646,1,3,1,0.64,-1
1,647,1,1,1,0.3,1
1,647,2,2,1,0.55,-1
1,647,3,3,1,0.63,1
1,648,3,1,1,0.42,1
1,648,2,2,1,0.71,1
1,648,1,3,1,2.1,1
1,649,1,1,0,0.39,-1
1,649,3,2,0,1.33,1
1,649,2,3,0,6.07,1
1,650,3,1,0,0.26,1
1,650,2,2,0,0.77,1
1,650,1,3,0,0.85,-1
1,651,3,1,0,0.69,1
1,651,2,2,0,1.44,1
1,651,1,3,0,1.65,1
1,652,1,1,1,0.98,-1
1,652,2,2,1,1.52,1
1,652,3,3,1,3.45,1
1,653,3,1,1,0.87,1
1,653,1,2,1,2.21,1
1,653,2,3,1,2.76,-1
1,654,1,1,0,0.72,1
1,654,2,2,0,1.2,1
1,654,3,3,0,1.43,1
1,655,2,1,1,0.37,1
1,655,1,2,1,0.65,1
1,655,3,3,1,1.88,1
1,656,2,1,1,0.83,1
1,656,1,2,1,1.09,1
1,656,3,3,1,1.1,1
1,657,2,1,0,0.36,1
1,657,3,2,0,0.41,1
1,657,1,3,0,1.39,-1
1,658,2,1,1,1.11,1
1,658,1,2,1,1.63,1
1,658,3,3,1,2.25,1
1,659,2,1,1,1.14,1
1,659,3,2,1,1.35,1
1,659,1,3,1,2.04,1
1,660,3,1,0,0.54,1
1,660,2,2,0,1.04,-1
1,660,1,3,0,1.28,1
1,661,3,1,0,0.25,1
1,661,2,2,0,0.68,1
1,661,1,3,0,1.76,1
1,662,1,1,0,0.35,-1
1,662,2,2,0,0.72,1
1,662,3,3,0,2.18,1
1,663,3,1,0,0.39,1
1,663,2,2,0,0.45,1
1,663,1,3,0,0.62,-1
1,664,3,1,1,0.37,1
1,664,2,2,1,0.45,1
1,664,1,3,1,1.24,1
1,665,1,1,1,0.41,1
1,665,3,2,1,0.43,1
1,665,2,3,1,0.86,1
1,666,1,1,0,0.54,-1
1,666,3,2,0,1.15,1
1,666,2,3,0,1.6,1
1,667,3,1,1,1.09,1
1,667,1,2,1,1.17,-1
1,667,2,3,1,1.38,1
1,668,2,1,1,0.71,1
1,668,3,2,1,0.78,1
1,668,1,3,1,1.75,1
1,669,2,1,1,0.6,1
1,669,3,2,1,1.3,1
1,669,1,3,1,2.58,1
1,670,1,1,0,0.66,1
1,670,3,2,0,0.68,-1
1,670,2,3,0,0.97,1
1,671,1,1,0,0.42,1
1,671,2,2,0,0.63,1
1,671,3,3,0,1.91,-1
1,672,1,1,1,0.4,1
1,672,2,2,1,1.38,1
1,672,3,3,1,1.74,1
1,673,3,1,0,0.67,1
1,673,2,2,0,0.89,1
1,673,1,3,0,1.5,-1
1,674,2,1,0,0.39,1
1,674,3,2,0,0.65,1
1,674,1,3,0,1.07,-1
1,675,2,1,0,0.56,1
1,675,3,2,0,0.72,1
1,675,1,3,0,1.36,1
1,676,1,1,0,0.94,-1
1,676,2,2,0,1.49,1
1,676,3,3,0,1.65,1
1,677,2,1,1,0.34,1
1,677,3,2,1,0.46,1
1,677,1,3,1,4.82,1
1,678,1,1,0,0.24,-1
1,678,2,2,0,0.76,1
1,678,3,3,0,2.1,1
1,679,3,1,1,0.27,1
1,679,2,2,1,0.36,1
1,679,1,3,1,1.34,1
1,680,3,1,0,0.34,1
1,680,2,2,0,1.12,1
1,680,1,3,0,2.19,1
1,681,2,1,1,0.24,1
1,681,3,2,1,1.15,-1
1,681,1,3,1,2.89,-1
1,682,3,1,1,0.11,1
1,682,2,2,1,0.85,1
1,682,1,3,1,1.26,1
1,683,1,1,0,0.28,1
1,683,3,2,0,0.49,1
1,683,2,3,0,1.86,-1
1,684,2,1,0,0.14,1
1,684,3,2,0,0.22,1
1,684,1,3,0,0.4,1
1,685,2,1,1,0.34,1
1,685,1,2,1,0.58,1
1,685,3,3,1,2.19,1
1,686,2,1,1,0.48,-1
1,686,1,2,1,0.5,1
1,686,3,3,1,0.59,-1
1,687,3,1,1,0.3,1
1,687,2,2,1,0.52,-1
1,687,1,3,1,0.78,1
1,688,3,1,0,0.3,1
1,688,1,2,0,0.48,-1
1,688,2,3,0,2.03,1
1,689,3,1,0,0.39,1
1,689,1,2,0,0.72,1
1,689,2,3,0,0.81,1
1,690,2,1,0,0.97,1
1,690,1,2,0,1.15,1
1,690,3,3,0,1.24,1
1,691,2,1,1,0.17,1
1,691,1,2,1,0.38,1
1,691,3,3,1,1.01,1
1,692,3,1,1,0.12,1
1,692,1,2,1,0.68,1
1,692,2,3,1,1.96,1
1,693,3,1,0,0.32,1
1,693,1,2,0,0.35,1
1,693,2,3,0,0.48,1
1,694,1,1,0,0.37,-1
1,694,2,2,0,0.64,-1
1,694,3,3,0,1.31,1
1,695,2,1,0,0.24,1
1,695,3,2,0,0.5,1
1,695,1,3,0,1.25,-1
1,696,2,1,0,0.55,1
1,696,1,2,0,1.15,1
1,696,3,3,0,1.51,1
1,697,2,1,1,0.67,1
1,697,3,2,1,1.2,1
1,697,1,3,1,3.58,1
1,698,2,1,0,0.24,1
1,698,3,2,0,1.9,1
1,698,1,3,0,2.17,1
1,699,1,1,1,0.23,-1
1,699,2,2,1,0.26,1
1,699,3,3,1,0.63,1
1,700,3,1,0,0.58,1
1,700,2,2,0,1.06,1
1,700,1,3,0,1.79,-1
1,701,1,1,1,0.22,1
1,701,3,2,1,0.49,1
1,701,2,3,1,1.41,-1
1,702,3,1,1,0.14,1
1,702,2,2,1,0.26,1
1,702,1,3,1,1.33,1
1,703,2,1,0,0.38,1
1,703,1,2,0,0.52,1
1,703,3,3,0,2.01,1
1,704,3,1,1,0.55,1
1,704,2,2,1,1.56,1
1,704,1,3,1,3.3,1
1,705,2,1,1,0.6,1
1,705,1,2,1,1,1
1,705,3,3,1,1.5,1
1,706,3,1,0,0.17,1
1,706,1,2,0,0.21,-1
1,706,2,3,0,2.96,1
1,707,1,1,0,0.72,1
1,707,3,2,0,0.73,1
1,707,2,3,0,2.52,1
1,708,3,1,1,0.42,1
1,708,1,2,1,0.78,-1
1,708,2,3,1,1.35,1
1,709,2,1,0,0.61,1
1,709,3,2,0,1.18,1
1,709,1,3,0,1.64,-1
1,710,1,1,0,0.6,1
1,710,3,2,0,1.43,1
1,710,2,3,0,2.74,1
1,711,1,1,1,0.17,1
1,711,2,2,1,0.68,1
1,711,3,3,1,0.77,1
1,712,1,1,0,0.19,-1
1,712,2,2,0,0.42,1
1,712,3,3,0,1.34,1
1,713,1,1,1,0.19,-1
1,713,3,2,1,0.29,1
1,713,2,3,1,0.3,1
1,714,1,1,1,0.23,1
1,714,3,2,1,0.92,1
1,714,2,3,1,0.95,1
1,715,1,1,0,0.44,1
1,715,2,2,0,1.05,1
1,715,3,3,0,1.18,1
1,716,3,1,0,0.28,1
1,716,1,2,0,0.35,-1
1,716,2,3,0,0.65,-1
1,717,3,1,1,0.29,1
1,717,1,2,1,0.72,1
1,717,2,3,1,1.13,1
1,718,2,1,0,0.67,1
1,718,3,2,0,1.08,1
1,718,1,3,0,1.43,-1
1,719,2,1,0,0.42,1
1,719,1,2,0,0.6,1
1,719,3,3,0,1.03,-1
1,720,1,1,1,0.54,1
1,720,2,2,1,0.55,1
1,720,3,3,1,0.84,1
1,721,3,1,1,0.76,1
1,721,2,2,1,0.87,1
1,721,1,3,1,1.47,-1
1,722,1,1,0,0.57,-1
1,722,3,2,0,1.15,1
1,722,2,3,0,1.27,-1
1,723,1,1,1,0.32,-1
1,723,2,2,1,0.64,1
1,723,3,3,1,1.35,-1
1,724,3,1,1,0.24,1
1,724,1,2,1,0.3,-1
1,724,2,3,1,2.21,-1
1,725,3,1,0,0.22,1
1,725,1,2,0,0.77,1
1,725,2,3,0,1.16,1
1,726,2,1,1,0.52,1
1,726,1,2,1,0.66,1
1,726,3,3,1,0.68,1
1,727,2,1,1,0.47,-1
1,727,3,2,1,0.76,1
1,727,1,3,1,1.35,-1
1,728,1,1,1,0.42,1
1,728,3,2,1,0.65,1
1,728,2,3,1,0.74,1
1,729,2,1,1,0.77,1
1,729,1,2,1,0.85,1
1,729,3,3,1,1.65,1
1,730,1,1,0,0.28,-1
1,730,3,2,0,0.88,1
1,730,2,3,0,1.35,-1
1,731,3,1,0,0.27,1
1,731,1,2,0,0.86,1
1,731,2,3,0,0.88,1
1,732,3,1,1,0.66,1
1,732,1,2,1,0.86,1
1,732,2,3,1,3.03,1
1,733,2,1,1,0.76,1
1,733,3,2,1,0.97,1
1,733,1,3,1,1.19,1
1,734,3,1,1,0.07,1
1,734,2,2,1,0.48,1
1,734,1,3,1,0.69,1
1,735,1,1,1,1.2,1
1,735,2,2,1,1.74,1
1,735,3,3,1,1.79,1
1,736,1,1,0,0.45,-1
1,736,3,2,0,0.81,1
1,736,2,3,0,5.26,1
1,737,2,1,1,0.33,1
1,737,1,2,1,0.59,1
1,737,3,3,1,0.78,1
1,738,2,1,0,0.22,-1
1,738,3,2,0,0.29,1
1,738,1,3,0,0.8,1
1,739,1,1,1,0.22,1
1,739,2,2,1,0.59,1
1,739,3,3,1,0.71,1
1,740,3,1,0,0.2,1
1,740,1,2,0,0.52,1
1,740,2,3,0,0.98,1
1,741,3,1,1,0.3,1
1,741,2,2,1,0.54,1
1,741,1,3,1,1.26,1
1,742,2,1,1,0.24,1
1,742,3,2,1,0.28,1
1,742,1,3,1,1.32,-1
1,743,2,1,0,0.28,1
1,743,3,2,0,0.75,1
1,743,1,3,0,2.68,-1
1,744,1,1,0,0.33,1
1,744,3,2,0,0.88,1
1,744,2,3,0,2.14,1
1,745,3,1,1,0.27,1
1,745,1,2,1,0.46,1
1,745,2,3,1,0.73,1
1,746,3,1,1,0.43,1
1,746,2,2,1,0.49,1
1,746,1,3,1,1.42,1
1,747,3,1,0,0.22,1
1,747,1,2,0,1.15,-1
1,747,2,3,0,2.06,-1
1,748,1,1,0,0.32,-1
1,748,2,2,0,0.48,1
1,748,3,3,0,0.68,1
1,749,2,1,0,0.27,1
1,749,3,2,0,0.63,1
1,749,1,3,0,2.52,-1
1,750,1,1,0,0.64,-1
1,750,3,2,0,1.82,1
1,750,2,3,0,2.05,1
1,751,2,1,0,0.2,1
1,751,3,2,0,0.74,1
1,751,1,3,0,2.46,1
1,752,2,1,1,0.35,1
1,752,3,2,1,0.45,1
1,752,1,3,1,2.68,1
1,753,3,1,1,0.56,1
1,753,1,2,1,0.72,1
1,753,2,3,1,1.18,1
1,754,1,1,0,0.42,1
1,754,3,2,0,0.86,1
1,754,2,3,0,1,1
1,755,1,1,1,0.18,1
1,755,2,2,1,0.49,-1
1,755,3,3,1,1.41,1
1,756,1,1,1,0.45,1
1,756,3,2,1,0.87,1
1,756,2,3,1,1.08,-1
1,757,2,1,0,0.72,-1
1,757,3,2,0,0.84,-1
1,757,1,3,0,2.08,1
1,758,1,1,1,0.28,1
1,758,2,2,1,0.63,1
1,758,3,3,1,1.09,1
1,759,1,1,1,0.31,1
1,759,2,2,1,0.69,1
1,759,3,3,1,1.43,1
1,760,1,1,1,0.81,-1
1,760,3,2,1,1.02,1
1,760,2,3,1,1.22,1
1,761,1,1,0,0.25,1
1,761,2,2,0,1.03,1
1,761,3,3,0,1.12,1
1,762,2,1,0,0.6,1
1,762,3,2,0,0.71,-1
1,762,1,3,0,2.02,-1
1,763,3,1,0,0.21,1
1,763,1,2,0,0.3,1
1,763,2,3,0,1.48,1
1,764,1,1,0,0.31,1
1,764,2,2,0,0.83,1
1,764,3,3,0,1.6,1
1,765,3,1,1,0.16,1
1,765,2,2,1,0.52,1
1,765,1,3,1,0.62,1
1,766,3,1,1,0.13,-1
1,766,1,2,1,1.15,1
1,766,2,3,1,4.88,1
1,767,3,1,1,0.56,-1
1,767,2,2,1,0.63,1
1,767,1,3,1,0.77,1
1,768,3,1,1,0.62,1
1,768,1,2,1,0.63,1
1,768,2,3,1,1.23,-1
1,769,3,1,0,0.91,1
1,769,2,2,0,1.47,-1
1,769,1,3,0,1.51,-1
1,770,1,1,0,0.14,-1
1,770,3,2,0,1.34,1
1,770,2,3,0,3.64,1
1,771,1,1,0,0.47,1
1,771,2,2,0,0.51,1
1,771,3,3,0,1.47,1
1,772,2,1,0,0.26,1
1,772,1,2,0,0.58,-1
1,772,3,3,0,0.62,1
1,773,2,1,0,0.64,1
1,773,3,2,0,0.83,-1
1,773,1,3,0,2.3,1
1,774,3,1,0,0.29,1
1,774,2,2,0,0.3,1
1,774,1,3,0,1.41,1
1,775,1,1,1,0.26,1
1,775,3,2,1,0.47,1
1,775,2,3,1,0.54,-1
1,776,3,1,0,0.22,1
1,776,1,2,0,0.68,1
1,776,2,3,0,2.21,1
1,777,1,1,0,0.95,1
1,777,2,2,0,1.61,-1
1,777,3,3,0,2.01,1
1,778,1,1,0,0.73,-1
1,778,3,2,0,0.94,1
1,778,2,3,0,1.54,1
1,779,2,1,0,0.19,-1
1,779,1,2,0,0.55,1
1,779,3,3,0,0.87,1
1,780,1,1,0,0.17,-1
1,780,3,2,0,0.54,1
1,780,2,3,0,1.38,-1
1,781,2,1,0,0.37,1
1,781,3,2,0,0.6,1
1,781,1,3,0,0.99,1
1,782,1,1,1,0.46,1
1,782,2,2,1,0.71,1
1,782,3,3,1,2.28,1
1,783,2,1,1,0.12,1
1,783,3,2,1,0.22,1
1,783,1,3,1,0.84,-1
1,784,3,1,0,0.16,1
1,784,1,2,0,0.51,1
1,784,2,3,0,1.98,-1
1,785,3,1,1,0.29,1
1,785,2,2,1,0.31,1
1,785,1,3,1,1.7,-1
1,786,3,1,1,0.48,1
1,786,2,2,1,0.8,1
1,786,1,3,1,2.11,1
1,787,3,1,0,0.42,1
1,787,1,2,0,0.48,-1
1,787,2,3,0,0.86,-1
1,788,3,1,1,0.85,1
1,788,1,2,1,1.43,-1
1,788,2,3,1,2.73,1
1,789,2,1,0,0.26,1
1,789,1,2,0,1.1,1
1,789,3,3,0,1.45,1
1,790,1,1,0,0.48,1
1,790,3,2,0,0.99,-1
1,790,2,3,0,2.02,-1
1,791,3,1,1,0.26,1
1,791,1,2,1,0.34,1
1,791,2,3,1,0.44,1
1,792,1,1,1,0.45,1
1,792,3,2,1,0.5,1
1,792,2,3,1,0.58,1
1,793,2,1,0,0.22,1
1,793,3,2,0,0.3,1
1,793,1,3,0,0.79,1
1,794,3,1,1,0.81,1
1,794,1,2,1,0.83,1
1,794,2,3,1,0.91,1
1,795,3,1,0,0.49,1
1,795,1,2,0,0.73,1
1,795,2,3,0,3.89,1
1,796,3,1,1,0.3,1
1,796,1,2,1,0.31,-1
1,796,2,3,1,0.64,1
1,797,2,1,1,0.27,1
1,797,3,2,1,0.68,-1
1,797,1,3,1,0.95,1
1,798,2,1,0,0.39,1
1,798,1,2,0,1.04,-1
1,798,3,3,0,2.07,1
1,799,2,1,0,0.52,-1
1,799,1,2,0,1.23,-1
1,799,3,3,0,1.31,1
1,800,3,1,0,0.58,1
1,800,1,2,0,1.28,-1
1,800,2,3,0,1.33,1
1,801,2,1,1,0.45,1
1,801,3,2,1,0.52,1
1,801,1,3,1,3.36,1
1,802,3,1,0,0.39,1
1,802,2,2,0,1.15,1
1,802,1,3,0,1.27,1
1,803,2,1,0,0.31,1
1,803,1,2,0,0.66,1
1,803,3,3,0,1.47,1
1,804,1,1,0,0.25,-1
1,804,3,2,0,0.77,1
1,804,2,3,0,0.87,1
1,805,1,1,0,1.05,1
1,805,3,2,0,1.39,1
1,805,2,3,0,1.64,1
1,806,2,1,1,0.29,-1
1,806,1,2,1,0.34,1
1,806,3,3,1,0.96,-1
1,807,1,1,1,0.24,1
1,807,3,2,1,0.52,1
1,807,2,3,1,1.77,-1
1,808,1,1,0,0.82,-1
1,808,2,2,0,1.48,1
1,808,3,3,0,1.77,1
1,809,3,1,1,0.56,1
1,809,1,2,1,0.76,1
1,809,2,3,1,1.56,1
1,810,3,1,0,0.35,-1
1,810,2,2,0,0.5,1
1,810,1,3,0,1.9,-1
1,811,1,1,1,0.19,1
1,811,2,2,1,0.6,1
1,811,3,3,1,0.94,1
1,812,1,1,0,0.32,1
1,812,2,2,0,0.63,-1
1,812,3,3,0,0.67,-1
1,813,2,1,1,0.48,1
1,813,1,2,1,0.5,1
1,813,3,3,1,2.04,-1
1,814,1,1,1,0.75,1
1,814,2,2,1,1.73,-1
1,814,3,3,1,1.84,1
1,815,1,1,0,0.22,1
1,815,2,2,0,0.78,-1
1,815,3,3,0,1.49,1
1,816,3,1,1,0.12,1
1,816,2,2,1,0.55,1
1,816,1,3,1,2.13,1
1,817,3,1,1,0.21,1
1,817,2,2,1,0.75,-1
1,817,1,3,1,1.3,1
1,818,3,1,0,0.31,1
1,818,2,2,0,0.33,1
1,818,1,3,0,2.36,-1
1,819,2,1,1,0.25,1
1,819,1,2,1,0.87,1
1,819,3,3,1,1.7,1
1,820,3,1,0,0.49,1
1,820,2,2,0,0.52,1
1,820,1,3,0,1.59,1
1,821,3,1,1,0.24,1
1,821,2,2,1,0.25,1
1,821,1,3,1,0.44,1
1,822,2,1,0,0.24,1
1,822,1,2,0,0.36,1
1,822,3,3,0,0.55,1
1,823,1,1,0,0.34,-1
1,823,2,2,0,0.38,1
1,823,3,3,0,1.09,1
1,824,1,1,1,0.78,-1
1,824,3,2,1,0.92,1
1,824,2,3,1,0.97,1
1,825,2,1,0,0.73,1
1,825,1,2,0,1.48,1
1,825,3,3,0,2.34,1
1,826,2,1,0,0.29,1
1,826,3,2,0,0.35,1
1,826,1,3,0,0.52,1
1,827,2,1,0,0.28,1
1,827,1,2,0,0.43,-1
1,827,3,3,0,1.93,1
1,828,1,1,0,0.28,1
1,828,2,2,0,0.58,1
1,828,3,3,0,0.65,1
1,829,3,1,1,0.14,1
1,829,2,2,1,0.52,1
1,829,1,3,1,0.68,1
1,830,2,1,1,0.55,1
1,830,3,2,1,0.64,1
1,830,1,3,1,0.86,1
1,831,3,1,0,0.36,1
1,831,2,2,0,1.22,1
1,831,1,3,0,2.16,1
1,832,2,1,1,1.31,1
1,832,3,2,1,1.4,1
1,832,1,3,1,1.84,1
1,833,1,1,1,0.44,-1
1,833,2,2,1,0.79,1
1,833,3,3,1,0.99,1
1,834,3,1,1,0.63,-1
1,834,1,2,1,0.73,-1
1,834,2,3,1,0.87,1
1,835,3,1,1,0.56,1
1,835,1,2,1,0.63,-1
1,835,2,3,1,1.59,1
1,836,1,1,0,0.28,1
1,836,2,2,0,0.5,1
1,836,3,3,0,0.77,-1
1,837,2,1,0,0.27,-1
1,837,3,2,0,0.34,-1
1,837,1,3,0,1.04,1
1,838,1,1,0,1.22,-1
1,838,2,2,0,1.3,1
1,838,3,3,0,1.31,1
1,839,2,1,1,0.26,1
1,839,3,2,1,0.65,1
1,839,1,3,1,1.14,1
1,840,3,1,1,0.53,1
1,840,1,2,1,0.64,-1
1,840,2,3,1,2.4,1
1,841,2,1,0,0.29,1
1,841,3,2,0,0.94,1
1,841,1,3,0,1.19,1
1,842,1,1,0,0.24,1
1,842,3,2,0,0.92,1
1,842,2,3,0,3.74,1
1,843,3,1,1,0.48,1
1,843,1,2,1,0.59,1
1,843,2,3,1,0.95,1
1,844,1,1,0,1.52,1
1,844,2,2,0,1.79,1
1,844,3,3,0,2.04,1
1,845,3,1,0,0.62,1
1,845,2,2,0,0.87,1
1,845,1,3,0,0.88,-1
1,846,3,1,1,0.62,1
1,846,2,2,1,1.69,1
1,846,1,3,1,1.89,1
1,847,1,1,1,0.36,-1
1,847,2,2,1,1.07,1
1,847,3,3,1,1.2,1
1,848,1,1,1,0.16,-1
1,848,3,2,1,0.17,1
1,848,2,3,1,0.82,1
1,849,2,1,1,0.32,1
1,849,3,2,1,0.85,1
1,849,1,3,1,0.98,1
1,850,3,1,0,0.47,1
1,850,1,2,0,0.73,-1
1,850,2,3,0,4.42,1
1,851,2,1,1,0.42,1
1,851,3,2,1,0.52,1
1,851,1,3,1,0.81,1
1,852,3,1,0,0.26,1
1,852,1,2,0,0.8,1
1,852,2,3,0,2.87,1
1,853,1,1,1,0.31,1
1,853,3,2,1,1.02,1
1,853,2,3,1,1.24,1
1,854,3,1,0,0.73,1
1,854,2,2,0,2.02,1
1,854,1,3,0,2.27,-1
1,855,3,1,1,0.18,-1
1,855,1,2,1,0.24,1
1,855,2,3,1,3.01,1
1,856,2,1,1,0.66,1
1,856,1,2,1,0.78,1
1,856,3,3,1,0.96,-1
1,857,2,1,1,0.46,1
1,857,1,2,1,2.69,-1
1,857,3,3,1,2.88,1
1,858,1,1,0,0.18,-1
1,858,3,2,0,0.82,1
1,858,2,3,0,2.11,-1
1,859,1,1,1,0.42,1
1,859,3,2,1,0.75,1
1,859,2,3,1,0.96,1
1,860,2,1,0,0.28,1
1,860,1,2,0,1.42,-1
1,860,3,3,0,1.5,-1
1,861,2,1,0,0.16,1
1,861,3,2,0,0.17,-1
